city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,rent_amount,property_tax,fire_insurance,total
São Paulo,45,1,1,0,0,1,0,0,1050,46,16,1112
São Paulo,108,3,2,2,7,1,0,1290,5600,435,71,7396
São Paulo,250,4,5,4,6,1,0,2050,9800,998,125,12970
São Paulo,45,1,1,0,1,0,0,300,1240,0,16,1556
São Paulo,42,1,1,1,15,1,0,686,3500,123,45,4354
São Paulo,164,4,4,3,1,1,0,1840,6000,550,77,8467
São Paulo,70,3,1,1,1,1,0,700,1020,200,13,1933
São Paulo,64,2,2,2,4,1,1,1300,4500,440,58,6298
São Paulo,600,4,4,4,9,1,0,7400,8500,3368,108,19380
São Paulo,63,2,2,0,15,0,0,590,1550,152,20,2312
São Paulo,145,3,4,3,1,0,0,1200,6000,750,77,8027
São Paulo,85,2,2,2,3,0,0,1500,2800,292,36,4628
São Paulo,254,4,4,4,7,1,0,3366,9000,1800,115,14280
São Paulo,300,4,4,3,0,1,0,0,3500,584,53,4137
São Paulo,64,2,2,2,8,1,0,450,2800,30,36,3316
São Paulo,133,3,2,0,6,1,0,813,2957,38,38,3846
São Paulo,22,1,1,0,26,1,0,302,2050,45,26,2423
São Paulo,31,1,1,0,6,1,1,430,2300,0,30,2760
São Paulo,300,4,5,4,0,1,1,0,14000,1167,211,15380
São Paulo,70,2,1,0,0,1,0,0,2100,134,32,2266
São Paulo,360,3,4,1,10,1,0,2300,10000,584,127,13010
São Paulo,30,1,1,1,10,0,0,886,1500,0,20,2406
São Paulo,38,1,1,1,14,0,1,1620,2800,279,36,4735
São Paulo,73,2,2,1,7,1,0,1100,3500,100,45,4745
São Paulo,155,3,4,2,4,1,0,1500,2000,150,26,3676
São Paulo,63,2,2,1,15,1,0,357,3200,50,41,3648
São Paulo,58,2,1,1,1,1,0,0,1400,0,18,1418
São Paulo,48,1,1,0,9,0,1,377,3450,0,44,3871
São Paulo,210,3,4,3,7,1,0,1700,2790,834,36,5360
São Paulo,94,3,2,2,1,1,0,1337,3570,140,46,5093
São Paulo,94,3,3,2,3,1,1,1220,5010,395,64,6689
São Paulo,76,3,1,1,4,1,0,1200,2500,267,32,3999
São Paulo,192,3,3,2,13,1,0,2100,7800,634,99,10630
São Paulo,217,3,4,3,1,1,0,2884,6500,0,83,9467
São Paulo,68,2,1,1,5,1,0,610,1400,35,18,2063
São Paulo,110,3,2,2,2,1,0,1145,2400,247,31,3823
São Paulo,900,4,6,8,0,1,0,0,15000,4417,226,19640
São Paulo,34,1,1,0,5,0,0,347,1200,45,16,1608
São Paulo,192,3,4,3,5,1,0,2000,8000,0,102,10100
São Paulo,180,3,3,4,0,1,0,0,3700,184,56,3940
São Paulo,170,3,3,3,8,1,1,1570,2800,648,36,5054
São Paulo,100,3,2,2,0,0,0,0,1600,150,25,1775
São Paulo,75,3,2,2,4,1,0,652,1600,82,21,2355
São Paulo,270,4,4,4,8,1,0,2200,7000,1500,89,10790
São Paulo,71,2,2,0,16,1,0,430,1920,100,25,2475
São Paulo,500,5,4,6,0,1,0,0,13000,250,196,13450
São Paulo,60,2,1,0,0,1,0,0,1080,94,17,1191
São Paulo,110,2,1,0,8,1,0,1100,1300,84,17,2501
São Paulo,210,3,3,4,0,1,0,0,3294,276,50,3620
São Paulo,220,3,4,3,8,1,0,2021,6000,996,77,9094
São Paulo,130,3,4,3,2,1,0,2300,4250,502,54,7106
São Paulo,65,2,2,2,7,1,1,1037,4000,245,51,5333
São Paulo,96,3,2,2,17,1,0,804,3200,250,41,4295
São Paulo,660,4,5,5,12,1,1,4800,20000,1750,254,26800
São Paulo,287,3,4,4,0,1,1,0,9000,430,136,9566
São Paulo,22,1,1,0,0,0,0,0,976,0,15,991
São Paulo,70,1,1,1,0,0,0,0,2529,142,39,2710
São Paulo,150,3,2,2,0,0,0,0,2500,0,38,2538
São Paulo,90,1,2,2,9,1,1,998,2900,220,37,4155
São Paulo,200,4,4,2,8,1,1,3000,2800,830,36,6666
São Paulo,320,8,4,0,0,1,0,450,10500,350,158,11460
São Paulo,240,4,4,3,9,1,0,2500,2144,834,28,5506
São Paulo,154,4,3,3,21,1,0,1684,7000,1020,89,9793
São Paulo,60,2,2,2,2,1,0,2340,3230,284,41,5895
São Paulo,500,4,5,8,0,1,0,0,15000,1850,226,17080
São Paulo,110,3,3,3,4,1,0,1195,2350,687,30,4262
São Paulo,110,3,3,2,0,1,0,0,4800,50,73,4923
São Paulo,384,4,6,4,3,0,1,3500,15000,344,191,19040
São Paulo,57,2,1,1,7,1,0,570,1500,67,20,2157
São Paulo,160,3,3,2,5,1,1,1650,1500,419,20,3589
São Paulo,39,1,1,0,8,1,0,330,1250,19,16,1615
São Paulo,200,3,4,3,1,1,0,3500,8500,1250,108,13360
São Paulo,100,3,3,3,0,1,0,0,4300,120,65,4485
São Paulo,42,1,1,1,14,0,0,0,5000,0,64,5064
São Paulo,280,4,4,1,1,1,1,3000,8000,292,102,11390
São Paulo,28,1,1,1,13,0,1,615,2800,42,36,3493
São Paulo,30,1,1,0,0,0,1,296,1826,30,24,2176
São Paulo,750,4,4,6,0,1,0,0,15000,2084,226,17310
São Paulo,70,2,1,1,0,1,0,230,1250,50,16,1546
São Paulo,90,2,2,1,6,1,1,900,6500,89,83,7572
São Paulo,200,2,2,6,0,1,0,0,4500,292,68,4860
São Paulo,123,2,2,2,6,1,0,1800,2990,625,38,5453
São Paulo,127,3,2,2,0,1,1,220,2150,67,33,2470
São Paulo,110,3,2,0,0,0,0,0,2900,384,44,3328
São Paulo,35,1,1,1,8,1,1,720,3000,130,39,3889
São Paulo,219,3,2,2,0,1,0,0,2900,150,44,3094
São Paulo,145,3,3,2,1,1,1,1088,5800,250,74,7212
São Paulo,210,4,4,3,3,1,0,2270,4675,1110,60,8115
São Paulo,220,3,4,3,2,0,0,2500,5150,1250,66,8966
São Paulo,109,3,2,2,7,1,0,1746,2500,134,32,4412
São Paulo,32,1,1,0,0,0,0,280,1500,50,20,1850
São Paulo,480,4,6,5,9,1,0,6660,15000,3063,191,24910
São Paulo,53,1,1,1,3,1,0,694,4390,200,56,5340
São Paulo,40,1,1,0,0,0,0,0,780,17,12,809
São Paulo,50,1,1,1,4,1,1,500,3223,100,41,3864
São Paulo,60,1,1,0,0,1,0,0,1300,255,20,1575
São Paulo,121,3,3,1,12,1,0,800,2040,334,26,3200
São Paulo,20,1,1,1,3,0,1,1700,1360,0,18,3078
São Paulo,88,2,1,1,2,1,0,980,2790,0,36,3806
São Paulo,89,3,2,2,19,1,0,900,6000,184,77,7161
São Paulo,40,1,1,0,0,1,0,0,1100,50,17,1167
São Paulo,25,1,1,0,14,1,0,257,1650,0,21,1928
São Paulo,173,3,3,3,2,1,0,3000,2000,825,26,5851
São Paulo,90,3,2,2,6,0,0,1710,1200,109,16,3035
São Paulo,530,5,6,4,2,1,1,8300,15000,5000,191,28490
São Paulo,40,1,1,0,0,0,0,0,1300,0,17,1317
São Paulo,296,4,5,3,3,1,0,0,15000,0,191,15190
São Paulo,87,3,2,1,17,1,0,850,1400,200,18,2468
São Paulo,300,3,3,5,0,1,0,0,5000,584,76,5660
São Paulo,136,3,3,3,13,1,0,1430,4206,364,54,6054
São Paulo,52,2,1,0,4,1,0,0,1340,0,17,1357
São Paulo,500,4,6,3,0,1,0,6466,7300,2536,110,16410
São Paulo,240,3,4,3,3,1,1,3600,4950,1000,63,9613
São Paulo,350,4,5,4,15,1,1,2700,4590,1334,59,8683
São Paulo,75,2,2,0,2,1,0,570,1450,0,19,2039
São Paulo,155,3,2,3,4,1,1,2600,11700,667,149,15120
São Paulo,260,3,5,4,12,1,0,2227,6000,1468,77,9772
São Paulo,80,2,2,1,0,0,0,0,1500,184,23,1707
São Paulo,120,2,2,2,22,0,1,1400,3500,375,45,5320
São Paulo,100,2,2,1,0,1,0,0,1970,0,30,2000
São Paulo,240,4,5,4,6,0,0,1869,3500,717,45,6131
São Paulo,360,7,6,6,0,1,0,0,5270,245,80,5595
São Paulo,42,1,1,0,0,0,0,0,1100,0,17,1117
São Paulo,33,1,1,1,14,1,1,600,2800,112,36,3548
São Paulo,270,6,3,6,0,1,0,0,4500,417,68,4985
São Paulo,350,3,3,3,0,0,0,0,10000,1292,151,11440
São Paulo,70,2,2,0,0,1,0,0,1880,0,29,1909
São Paulo,213,2,2,3,0,1,0,0,5150,0,78,5228
São Paulo,80,2,1,0,1,0,0,0,1100,0,14,1114
São Paulo,270,4,4,4,5,1,0,4500,12850,1834,163,19350
São Paulo,220,4,5,3,14,1,1,2050,12000,750,153,14950
São Paulo,56,1,1,0,9,1,1,625,2500,81,32,3238
São Paulo,161,4,3,2,1,1,0,1450,10000,467,127,12040
São Paulo,35,1,1,0,0,1,0,350,1350,0,18,1718
São Paulo,720,4,6,5,0,1,1,0,12750,2613,192,15560
São Paulo,280,4,5,4,6,0,0,2500,3200,750,41,6491
São Paulo,81,3,2,1,4,1,0,204,1510,0,20,1734
São Paulo,62,2,1,1,1,1,0,580,1650,92,21,2343
São Paulo,37,1,1,1,6,1,1,890,4150,110,53,5203
São Paulo,60,2,2,1,11,1,0,1680,4000,200,51,5931
São Paulo,230,4,2,3,1,1,0,3600,5000,1551,64,10220
São Paulo,210,4,5,2,1,1,1,3800,8500,0,108,12410
São Paulo,450,4,3,8,0,1,0,0,14000,175,211,14390
São Paulo,234,3,5,4,0,1,1,0,3680,400,56,4136
São Paulo,395,4,5,3,0,1,0,0,6000,122,91,6213
São Paulo,412,3,5,6,21,1,0,2000,3952,459,51,6462
São Paulo,42,1,1,1,27,1,0,560,5300,100,68,6028
São Paulo,33,1,1,0,12,0,1,385,3000,125,39,3549
São Paulo,190,4,4,2,0,0,0,0,4450,223,67,4740
São Paulo,165,4,3,3,10,1,1,2440,6300,1292,80,10110
São Paulo,60,2,1,1,4,1,0,603,1275,109,17,2004
São Paulo,380,3,3,2,1,1,0,3580,11000,1084,140,15800
São Paulo,124,3,2,3,7,1,0,1450,6600,300,84,8434
São Paulo,150,3,2,1,7,1,1,1843,6715,340,86,8984
São Paulo,250,3,4,3,0,0,0,0,3740,234,57,4031
São Paulo,300,3,4,3,7,1,1,3000,2000,1250,26,6276
São Paulo,80,2,1,1,0,1,0,0,1500,55,23,1578
São Paulo,120,2,3,0,2,1,0,904,3300,195,42,4441
São Paulo,540,3,3,4,9,1,0,6200,15000,3500,191,24890
São Paulo,23,1,1,0,23,1,0,392,2100,41,27,2560
São Paulo,15,1,1,0,0,0,1,0,2500,0,32,2532
São Paulo,72,1,2,2,19,1,0,900,4000,200,51,5151
São Paulo,330,4,5,4,13,1,0,2870,10000,1119,127,14120
São Paulo,75,2,2,2,7,0,1,1600,6600,400,84,8684
São Paulo,53,1,1,1,4,1,0,690,4398,200,56,5344
São Paulo,178,3,2,1,2,0,0,1200,1900,180,25,3305
São Paulo,150,3,2,0,0,1,0,0,4000,24,61,4085
São Paulo,50,2,1,1,4,1,0,520,1200,30,16,1766
São Paulo,150,3,2,1,0,0,0,0,2500,59,38,2597
São Paulo,210,3,4,4,13,0,0,3150,12000,1155,153,16460
São Paulo,350,4,4,0,0,1,0,0,8000,989,121,9110
São Paulo,45,1,1,1,2,0,1,1900,4200,350,54,6504
São Paulo,46,1,1,1,8,0,1,900,7600,118,97,8715
São Paulo,80,2,2,2,15,1,0,2000,11000,0,140,13140
São Paulo,30,1,1,0,3,1,1,400,2850,0,37,3287
São Paulo,80,2,2,2,0,1,0,50,2200,173,34,2457
São Paulo,114,3,1,0,0,1,0,0,2570,150,39,2759
São Paulo,200,3,3,4,0,1,0,0,7000,425,106,7531
São Paulo,60,2,2,1,11,1,0,647,4000,21,51,4719
São Paulo,90,2,1,1,1,1,0,1000,3000,50,39,4089
São Paulo,80,2,2,5,0,1,0,0,3000,59,46,3105
São Paulo,170,3,2,2,5,0,0,2199,5000,423,64,7686
São Paulo,150,3,2,0,1,0,0,700,3000,42,39,3781
São Paulo,130,3,2,2,4,1,1,800,3500,0,45,4345
São Paulo,69,3,2,0,7,1,1,650,1900,185,25,2760
São Paulo,187,3,2,3,0,1,0,500,3500,193,53,4246
São Paulo,385,3,4,3,0,1,0,0,9000,1500,136,10640
São Paulo,355,4,4,3,0,1,0,0,7300,660,110,8070
São Paulo,190,3,4,4,0,1,0,0,5000,275,76,5351
São Paulo,350,3,5,4,13,1,0,4000,3490,1750,45,9285
São Paulo,378,5,5,4,4,1,0,4000,3000,2000,39,9039
São Paulo,90,3,2,0,0,1,0,0,1700,136,26,1862
São Paulo,16,1,1,0,1,0,0,0,850,30,11,891
São Paulo,90,2,2,2,15,0,1,1400,10000,0,127,11530
São Paulo,488,4,3,3,0,1,0,14130,6400,1214,82,21820
São Paulo,290,6,3,4,0,1,0,0,8000,1525,121,9646
São Paulo,266,3,3,4,10,1,0,4700,6400,1500,82,12680
São Paulo,900,4,9,8,1,1,0,0,15000,5700,226,20930
São Paulo,86,2,1,1,0,1,0,0,2200,110,34,2344
São Paulo,290,3,3,2,0,1,1,0,15000,1000,226,16230
São Paulo,160,3,1,2,0,1,0,0,5000,225,76,5301
São Paulo,37,1,1,0,3,0,1,470,3500,127,45,4142
São Paulo,350,4,5,5,17,1,1,2400,15000,2400,191,19990
São Paulo,230,3,3,0,9,1,1,1700,5000,109,64,6873
São Paulo,240,4,4,4,22,1,0,1980,6672,417,85,9154
São Paulo,250,3,4,3,8,1,0,1610,6000,1089,77,8776
São Paulo,200,3,2,2,19,1,0,2573,10000,1121,127,13820
São Paulo,230,5,5,3,0,1,0,0,9900,620,149,10670
São Paulo,72,2,2,2,9,1,0,750,2480,209,32,3471
São Paulo,55,2,1,0,5,1,1,620,2400,24,31,3075
São Paulo,50,2,1,0,0,1,0,0,1200,83,19,1302
São Paulo,17,1,1,0,1,1,0,0,2700,5,35,2740
São Paulo,214,4,4,3,5,1,0,2638,6520,1187,83,10430
São Paulo,136,3,2,1,10,0,1,1300,6500,267,47,8114
São Paulo,450,8,5,5,0,1,0,0,8000,1000,121,9121
São Paulo,20,1,1,0,1,0,0,0,1100,35,14,1149
São Paulo,41,1,1,0,12,1,0,290,1530,60,20,1900
São Paulo,50,2,1,1,7,1,0,500,1550,7,20,2077
São Paulo,205,3,3,3,0,1,0,0,5525,575,84,6184
São Paulo,100,3,2,1,0,1,0,0,3300,500,50,3850
São Paulo,190,3,4,4,16,1,1,2849,15000,1160,191,19200
São Paulo,70,1,1,1,10,1,1,459,3400,80,44,3983
São Paulo,76,2,2,0,11,1,1,646,2800,0,36,3482
São Paulo,280,4,3,6,0,1,1,0,12500,706,188,13390
São Paulo,480,5,6,3,0,1,0,0,5000,1000,76,6076
São Paulo,42,1,1,0,9,1,1,1290,1500,184,20,2994
São Paulo,38,2,1,0,2,1,0,90,1500,0,20,1610
São Paulo,44,1,1,1,8,0,1,578,2400,0,31,3009
São Paulo,75,3,2,2,11,1,0,630,2800,167,36,3633
São Paulo,125,3,3,2,0,1,0,0,2800,38,43,2881
São Paulo,77,2,1,1,5,1,0,1148,3100,464,40,4752
São Paulo,136,2,4,2,7,1,0,1540,4800,242,61,6643
São Paulo,200,4,2,1,5,1,0,2115,5000,328,64,7507
São Paulo,35,1,1,0,1,0,0,250,1305,0,17,1572
São Paulo,250,4,3,2,0,1,1,10,4500,100,68,4678
São Paulo,90,2,2,2,0,1,1,0,4100,0,62,4162
São Paulo,168,3,3,5,16,1,0,1675,3500,184,45,5404
São Paulo,23,1,1,1,26,1,0,487,2300,59,30,2876
São Paulo,120,3,3,2,9,1,1,1200,3500,109,45,4854
São Paulo,200,3,4,3,6,1,1,1800,5058,1200,65,8123
São Paulo,190,3,3,2,5,1,0,1800,3260,292,42,5394
São Paulo,90,2,2,2,17,1,1,1500,12200,454,155,14310
São Paulo,95,3,2,0,0,1,0,0,1590,0,24,1614
São Paulo,64,1,1,1,15,0,0,620,3600,0,46,4266
São Paulo,155,4,5,3,14,0,0,1850,6000,625,77,8552
São Paulo,40,1,1,1,9,1,1,350,1580,25,21,1976
São Paulo,40,1,1,1,8,0,0,440,2800,100,36,3376
São Paulo,30,1,1,1,15,0,1,668,3500,127,45,4340
São Paulo,142,3,4,2,4,1,0,1100,4500,375,58,6033
São Paulo,100,4,4,1,0,1,0,0,10000,9,151,10160
São Paulo,377,5,4,3,0,1,0,0,8000,900,121,9021
São Paulo,230,2,3,3,17,1,1,2575,8000,633,102,11310
São Paulo,35,1,1,0,5,0,1,450,1800,91,7,2348
São Paulo,32,1,1,1,16,1,0,533,2900,0,37,3470
São Paulo,74,2,1,1,5,1,0,569,2024,71,8,2672
São Paulo,147,2,3,4,19,1,0,2600,1200,375,16,4191
São Paulo,35,1,1,0,3,1,1,480,2500,60,32,3072
São Paulo,70,2,2,1,5,1,1,517,1700,5,22,2244
São Paulo,150,3,3,3,19,1,1,1800,2800,740,36,5376
São Paulo,200,3,3,2,0,1,0,0,8000,292,121,8413
São Paulo,250,4,5,3,2,1,0,1700,2550,334,33,4617
São Paulo,44,1,2,0,12,0,1,3300,3300,126,42,6768
São Paulo,250,7,5,2,0,1,1,0,6000,0,91,6091
São Paulo,157,3,2,0,7,1,0,1325,4500,347,58,6230
São Paulo,97,2,2,0,1,1,0,1200,5600,0,71,6871
São Paulo,28,1,1,0,1,1,0,0,1325,0,17,1342
São Paulo,250,3,4,0,1,1,1,2000,10000,1667,127,13790
São Paulo,50,2,1,0,2,0,0,200,950,0,13,1163
São Paulo,135,2,3,2,5,0,0,2000,12300,542,156,15000
São Paulo,80,3,2,1,0,1,0,740,1500,150,20,2410
São Paulo,160,3,3,2,10,1,0,1229,4000,390,51,5670
São Paulo,238,4,3,4,24,1,0,2980,10200,1816,130,15130
São Paulo,580,5,5,4,4,1,0,9900,15000,2200,191,27290
São Paulo,80,1,1,0,0,1,0,0,1370,50,21,1441
São Paulo,210,4,5,3,12,1,1,2620,2975,1184,38,6817
São Paulo,156,3,2,1,0,1,0,0,2000,147,31,2178
São Paulo,60,1,1,1,0,1,0,0,1250,0,19,1269
São Paulo,200,3,4,0,2,1,0,3672,3600,780,46,8098
São Paulo,70,2,2,0,1,1,0,280,1000,138,13,1431
São Paulo,177,4,5,4,5,1,0,1500,9200,959,117,11780
São Paulo,103,3,3,2,0,1,0,735,2500,19,38,3292
São Paulo,440,4,4,4,0,1,0,0,12000,2500,181,14680
São Paulo,65,2,1,1,8,1,1,600,1700,92,22,2414
São Paulo,200,4,4,6,0,1,0,0,4320,375,65,4760
São Paulo,96,3,2,1,12,1,0,1122,3050,231,39,4442
São Paulo,68,2,2,1,2,1,1,690,2900,137,37,3764
São Paulo,34,1,1,0,2,1,0,305,750,27,10,1092
São Paulo,110,2,2,2,0,0,0,0,2120,174,32,2326
São Paulo,180,3,2,1,2,1,1,1260,5500,255,70,7085
São Paulo,36,1,1,1,8,1,0,410,1800,93,8,2311
São Paulo,196,4,4,0,11,1,0,2450,6000,1458,77,9985
São Paulo,260,3,4,4,0,1,0,0,4500,0,68,4568
São Paulo,330,4,2,5,0,1,0,0,1870,400,29,2299
São Paulo,160,3,3,2,3,1,0,2200,10500,505,134,13340
São Paulo,60,2,1,1,9,1,0,506,1350,42,18,1916
São Paulo,36,1,1,1,1,1,0,130,1379,99,10,1618
São Paulo,20,1,1,0,1,1,1,0,2060,0,27,2087
São Paulo,180,3,4,4,0,1,1,0,4700,2,71,4773
São Paulo,105,3,3,1,5,1,0,980,2150,0,28,3158
São Paulo,275,4,5,4,1,1,0,4200,9700,1334,123,15360
São Paulo,140,2,2,1,5,0,1,700,1900,150,25,2775
São Paulo,900,3,5,8,0,1,0,0,8000,2250,121,10370
São Paulo,280,3,4,3,0,1,1,0,8000,500,121,8621
São Paulo,230,4,4,3,5,0,0,2564,2500,934,32,6030
São Paulo,206,4,4,3,10,1,0,1890,12000,917,153,14960
São Paulo,110,2,2,1,18,1,0,1286,1710,0,22,3018
São Paulo,200,2,3,2,1,1,1,1700,15000,667,191,17560
São Paulo,138,3,3,2,17,1,0,1100,7070,382,90,8642
São Paulo,140,3,3,1,6,1,1,2200,3900,359,50,6509
São Paulo,40,1,1,0,0,0,0,0,600,34,10,644
São Paulo,178,3,4,4,6,1,1,2700,10200,667,130,13700
São Paulo,140,3,3,2,0,1,1,0,4900,25,74,4999
São Paulo,72,2,1,0,1,1,0,864,1020,0,13,1897
São Paulo,117,2,1,1,5,0,1,720,2700,11,35,3466
São Paulo,35,1,1,1,1,1,0,0,977,30,13,1020
São Paulo,130,2,1,0,1,1,0,650,2150,9,28,2837
São Paulo,61,1,1,0,9,0,0,394,1600,0,21,2015
São Paulo,69,2,2,0,0,1,0,0,1700,73,26,1799
São Paulo,100,2,2,4,0,1,0,0,2600,46,40,2686
São Paulo,190,3,4,3,14,1,1,1700,2740,900,35,5375
São Paulo,100,2,3,1,4,1,1,1200,1890,42,24,3156
São Paulo,55,2,1,1,3,1,0,400,1087,0,14,1501
São Paulo,44,1,1,1,2,1,1,724,3000,89,39,3852
São Paulo,316,4,6,4,18,1,1,4767,8000,1963,102,14830
São Paulo,83,2,3,2,0,1,0,200,3500,167,53,3920
São Paulo,150,3,2,1,8,1,0,1172,4800,0,61,6033
São Paulo,53,2,1,1,7,1,0,450,4200,42,54,4746
São Paulo,49,2,1,1,0,1,0,400,970,4,13,1387
São Paulo,65,2,1,0,3,1,0,654,1140,9,15,1818
São Paulo,67,3,2,1,10,0,0,496,1560,72,20,2148
São Paulo,46,1,1,1,9,1,0,500,2200,35,28,2763
São Paulo,266,4,5,4,7,1,0,2900,10900,1167,139,15110
São Paulo,1600,6,6,6,0,1,1,0,7600,1834,115,9549
São Paulo,70,1,1,0,4,1,0,760,2400,156,31,3347
São Paulo,84,3,2,2,8,0,0,700,2340,250,30,3320
São Paulo,68,2,2,2,8,1,1,1030,3430,236,44,4740
São Paulo,450,4,2,3,0,1,0,0,13000,1000,196,14200
São Paulo,40,1,1,1,3,1,1,686,3200,52,41,3979
São Paulo,70,1,2,1,1,1,1,1300,8250,209,105,9864
São Paulo,50,1,2,0,0,1,0,0,900,50,14,964
São Paulo,75,2,2,1,1,1,0,700,3160,165,41,4066
São Paulo,450,4,5,6,0,1,0,0,12000,1334,181,13520
São Paulo,225,4,5,4,10,1,1,1600,7106,0,91,8797
São Paulo,250,3,2,3,35,1,1,2500,15000,1084,191,18780
São Paulo,60,2,1,1,5,0,0,965,2200,165,28,3358
São Paulo,31,1,1,1,9,0,1,1500,3400,150,44,5094
São Paulo,100,3,1,3,0,1,0,0,2000,164,31,2195
São Paulo,200,3,4,8,0,1,0,0,7000,25,106,7131
São Paulo,61,3,2,2,15,1,0,712,2200,90,28,3030
São Paulo,200,3,4,2,3,1,0,4475,9800,820,125,15220
São Paulo,365,4,5,6,4,1,0,3722,13900,2588,177,20390
São Paulo,38,1,1,0,13,1,0,414,3000,64,39,3517
São Paulo,207,3,5,4,6,1,0,2400,12000,934,153,15490
São Paulo,400,5,4,3,0,1,0,0,4000,250,61,4311
São Paulo,383,4,4,5,2,1,0,2189,3004,709,39,5941
São Paulo,168,3,3,3,3,1,0,1605,2700,322,35,4662
São Paulo,53,2,2,1,10,1,1,1940,2400,389,31,4760
São Paulo,300,3,4,3,18,1,0,3500,9900,834,126,14360
São Paulo,40,1,1,0,0,1,0,0,900,80,12,992
São Paulo,180,3,1,0,0,1,0,0,2500,334,38,2872
São Paulo,257,4,5,4,8,1,1,2730,7500,1107,96,11430
São Paulo,178,2,4,2,2,1,0,2300,7000,891,89,10280
São Paulo,179,3,3,0,9,0,1,1828,12000,472,153,14450
São Paulo,55,1,1,1,11,0,0,696,2200,148,28,3072
São Paulo,50,1,1,0,8,0,0,470,1970,0,25,2465
São Paulo,82,3,2,2,19,0,0,470,1994,0,26,2490
São Paulo,73,2,1,1,2,1,0,680,1300,20,17,2017
São Paulo,79,2,2,1,1,1,1,600,2000,75,26,2701
São Paulo,230,3,4,2,3,1,0,2000,4800,292,61,7153
São Paulo,120,2,1,0,0,1,0,0,1500,90,23,1613
São Paulo,200,4,2,1,0,0,0,0,2500,334,38,2872
São Paulo,45,1,1,1,1,0,1,3000,5520,0,70,8590
São Paulo,57,2,2,1,3,1,0,476,2300,0,30,2806
São Paulo,500,4,7,3,0,1,0,0,15000,2500,226,17730
São Paulo,322,4,5,5,17,1,1,2700,15000,1875,191,19770
São Paulo,20,1,1,0,3,0,0,224,1530,0,20,1774
São Paulo,620,4,6,4,1,1,0,8133,15000,4520,191,27840
São Paulo,95,3,2,2,10,1,0,900,7000,142,89,8131
São Paulo,35,1,1,1,6,1,0,542,2100,99,27,2768
São Paulo,58,3,1,1,1,1,1,456,2800,21,36,3313
São Paulo,200,4,4,3,6,0,0,1400,9000,1000,115,11520
São Paulo,92,3,2,2,2,1,0,1407,1100,250,14,2771
São Paulo,50,2,1,1,2,1,0,400,1600,0,21,2021
São Paulo,165,4,5,2,4,1,1,2500,9500,315,121,12440
São Paulo,230,4,3,1,1,0,0,2400,4000,513,51,6964
São Paulo,50,2,1,1,2,1,0,0,1800,0,23,1823
São Paulo,67,2,2,1,8,1,0,980,2240,215,29,3464
São Paulo,22,1,1,0,26,1,0,384,2100,40,27,2551
