city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,rent_amount,property_tax,fire_insurance,total
Rio de Janeiro,70,2,1,1,2,1,0,560,2180,60,29,2829
Rio de Janeiro,125,3,1,2,3,0,0,1000,2200,159,29,3388
Rio de Janeiro,26,1,1,0,7,1,1,630,1500,84,20,2234
Rio de Janeiro,103,2,2,1,8,1,0,530,1600,221,21,2372
Rio de Janeiro,30,1,1,0,11,1,0,500,1200,21,16,1737
Rio de Janeiro,103,3,2,0,1,1,0,812,3300,336,43,4491
Rio de Janeiro,28,1,1,0,0,1,0,495,1980,68,26,2569
Rio de Janeiro,70,3,2,1,6,1,0,607,1189,96,16,1908
Rio de Janeiro,33,1,1,0,3,1,0,500,1200,13,16,1729
Rio de Janeiro,140,4,2,1,1,0,0,1700,6000,380,78,8158
Rio de Janeiro,60,2,2,1,2,0,0,592,1250,0,17,1859
Rio de Janeiro,100,3,2,1,4,1,0,2350,5000,333,65,7748
Rio de Janeiro,39,1,1,0,4,1,0,450,609,44,8,1111
Rio de Janeiro,115,2,2,0,13,1,0,950,4500,2731,58,8239
Rio de Janeiro,40,1,1,0,0,1,0,0,1200,20,19,1239
Rio de Janeiro,280,3,2,2,10,1,1,3140,8000,1126,104,12370
Rio de Janeiro,117,3,2,1,7,1,0,750,4110,384,53,5297
Rio de Janeiro,49,2,1,0,4,1,0,362,1350,58,18,1788
Rio de Janeiro,170,4,2,2,6,1,0,2420,9000,834,116,12370
Rio de Janeiro,60,1,1,1,7,1,0,650,1210,106,16,1982
Rio de Janeiro,214,3,3,3,4,1,0,3575,14000,1050,181,18810
Rio de Janeiro,70,2,1,1,6,1,0,900,1900,122,25,2947
Rio de Janeiro,34,1,1,0,3,0,1,820,2000,114,26,2960
Rio de Janeiro,25,1,1,0,0,0,0,0,660,0,11,671
Rio de Janeiro,70,2,2,1,9,1,0,1200,4000,184,52,5436
Rio de Janeiro,42,1,1,0,4,1,1,500,2800,79,37,3416
Rio de Janeiro,78,2,2,1,8,1,0,720,1400,290,19,2429
Rio de Janeiro,80,2,1,1,17,1,0,866,1820,235,24,2945
Rio de Janeiro,380,4,3,2,9,1,0,3220,15000,1348,194,19760
Rio de Janeiro,85,3,2,1,4,1,0,1250,1800,306,24,3380
Rio de Janeiro,80,2,1,0,9,1,0,330,831,159,11,1331
Rio de Janeiro,70,1,2,1,6,0,0,1100,1200,85,16,2401
Rio de Janeiro,50,2,1,0,9,1,1,505,2350,64,31,2950
Rio de Janeiro,140,3,2,1,4,1,0,1100,1350,95,18,2563
Rio de Janeiro,23,1,1,0,5,0,0,320,1540,0,20,1880
Rio de Janeiro,95,3,2,1,3,1,0,1061,2500,67,33,3661
Rio de Janeiro,95,3,3,0,5,1,0,750,1999,291,26,3066
Rio de Janeiro,60,2,1,0,2,1,0,380,1350,0,18,1748
Rio de Janeiro,200,4,3,2,2,1,0,1900,8000,756,104,10760
Rio de Janeiro,48,2,1,1,12,1,0,400,1270,9,17,1696
Rio de Janeiro,70,3,2,1,9,1,0,1002,850,255,11,2118
Rio de Janeiro,80,2,3,1,7,1,1,850,1300,320,10,2480
Rio de Janeiro,35,1,1,0,3,1,1,450,1600,0,21,2071
Rio de Janeiro,75,2,1,0,4,1,0,440,1200,0,16,1656
Rio de Janeiro,77,3,1,0,2,1,1,1163,4200,269,55,5687
Rio de Janeiro,180,3,2,1,9,1,0,1600,4900,459,64,7023
Rio de Janeiro,75,2,3,1,2,1,0,862,1600,260,21,2743
Rio de Janeiro,25,1,1,0,1,1,0,50,700,0,10,760
Rio de Janeiro,60,2,1,0,2,1,0,880,2650,209,35,3774
Rio de Janeiro,500,5,5,1,0,1,0,0,7900,486,121,8507
Rio de Janeiro,35,1,1,0,6,0,1,0,2570,58,34,2662
Rio de Janeiro,55,1,2,1,2,1,0,650,1200,55,16,1921
Rio de Janeiro,35,1,1,0,0,1,0,0,750,0,10,760
Rio de Janeiro,60,2,1,0,7,1,0,528,1100,86,15,1729
Rio de Janeiro,120,2,2,0,8,1,1,990,12000,125,155,13270
Rio de Janeiro,200,4,3,2,7,1,0,1940,2300,467,30,4737
Rio de Janeiro,55,2,1,0,2,1,0,523,2300,109,30,2962
Rio de Janeiro,80,2,1,0,2,1,0,300,2000,76,26,2402
Rio de Janeiro,90,2,2,2,3,1,1,1100,4850,200,63,6213
Rio de Janeiro,58,2,1,1,9,1,0,500,2673,0,35,3208
Rio de Janeiro,37,1,1,0,10,1,1,687,1840,86,24,2637
Rio de Janeiro,230,4,4,0,6,1,0,2500,11000,900,142,14540
Rio de Janeiro,250,4,4,0,1,1,0,2000,5000,575,65,7640
Rio de Janeiro,113,3,1,0,1,0,1,700,2500,130,33,3363
Rio de Janeiro,66,2,1,1,3,0,0,699,1170,67,16,1952
Rio de Janeiro,85,2,3,1,5,1,0,950,7100,194,92,8336
Rio de Janeiro,32,1,1,0,8,1,0,574,1400,66,19,2059
Rio de Janeiro,500,2,5,5,0,0,0,0,1810,54,28,1892
Rio de Janeiro,100,2,3,0,1,1,0,0,1700,130,22,1852
Rio de Janeiro,75,2,2,1,5,0,1,1832,2750,263,36,4881
Rio de Janeiro,57,1,1,1,2,1,1,2480,2480,800,32,5792
Rio de Janeiro,30,1,1,0,8,1,0,456,900,94,12,1462
Rio de Janeiro,77,2,2,1,1,1,0,1150,3000,230,39,4419
Rio de Janeiro,70,1,1,0,9,0,1,776,3400,77,44,4297
Rio de Janeiro,20,1,1,0,0,1,1,422,980,20,13,1435
Rio de Janeiro,53,2,1,0,11,0,0,500,1000,0,13,1513
Rio de Janeiro,30,1,1,0,11,1,0,500,1200,21,16,1737
Rio de Janeiro,135,3,2,1,6,1,0,1850,4100,517,53,6520
Rio de Janeiro,40,1,1,0,3,1,0,700,2800,100,37,3637
Rio de Janeiro,80,2,1,0,6,1,0,1050,1500,125,20,2695
Rio de Janeiro,64,1,1,0,7,1,0,670,1200,105,16,1991
Rio de Janeiro,110,3,3,1,6,0,0,1300,1000,100,13,2413
Rio de Janeiro,217,3,3,2,5,1,1,2487,10300,600,133,13520
Rio de Janeiro,45,1,1,0,5,0,1,700,2500,84,33,3317
Rio de Janeiro,90,2,1,0,2,1,0,200,1200,142,16,1558
Rio de Janeiro,190,4,4,0,4,1,0,2200,4000,600,52,6852
Rio de Janeiro,138,2,1,0,3,1,0,810,1000,175,13,1998
Rio de Janeiro,120,3,2,1,12,1,0,1300,2480,235,32,4047
Rio de Janeiro,110,2,2,1,2,1,0,1000,3500,210,46,4756
Rio de Janeiro,70,2,1,0,4,1,0,680,2000,96,26,2802
Rio de Janeiro,62,3,2,1,4,1,1,800,2100,174,28,3102
Rio de Janeiro,84,3,2,1,6,1,0,839,1820,234,24,2917
Rio de Janeiro,77,2,2,2,2,1,0,1039,4200,301,55,5595
Rio de Janeiro,300,4,4,0,0,1,0,0,3800,344,58,4202
Rio de Janeiro,98,2,2,0,1,0,1,820,3050,172,40,4082
Rio de Janeiro,80,2,1,0,3,1,0,877,1800,74,24,2775
Rio de Janeiro,90,3,3,1,5,1,0,811,1700,52,22,2585
Rio de Janeiro,30,1,1,0,1,1,0,310,1200,45,16,1571
Rio de Janeiro,50,1,1,1,5,1,0,90,1010,0,14,1114
Rio de Janeiro,37,1,1,0,4,1,1,709,1200,196,16,2121
Rio de Janeiro,300,4,2,0,0,1,0,219,6500,280,99,7098
Rio de Janeiro,98,2,2,0,10,1,0,950,2882,223,38,4093
Rio de Janeiro,51,1,1,1,4,1,0,800,1100,64,15,1979
Rio de Janeiro,63,2,2,1,1,1,0,600,1800,92,24,2516
Rio de Janeiro,84,3,1,0,2,1,0,805,2400,209,31,3445
Rio de Janeiro,50,2,1,0,1,0,0,1000,1059,92,14,2165
Rio de Janeiro,92,2,1,1,12,1,0,1000,1839,134,24,2997
Rio de Janeiro,30,1,1,0,5,1,0,653,1800,26,24,2503
Rio de Janeiro,76,2,1,1,3,1,0,1353,2750,179,36,4318
Rio de Janeiro,190,4,3,2,17,1,1,2500,9300,375,120,12300
Rio de Janeiro,312,4,4,3,13,1,0,4000,15000,1084,194,20280
Rio de Janeiro,180,3,3,0,0,1,0,20,2550,170,39,2779
Rio de Janeiro,92,1,3,1,10,0,0,1450,2720,365,36,4571
Rio de Janeiro,78,3,1,1,14,0,1,900,2800,100,37,3837
Rio de Janeiro,24,1,1,0,12,0,0,445,2000,42,26,2513
Rio de Janeiro,82,3,2,2,4,1,0,967,2200,92,29,3288
Rio de Janeiro,25,1,1,0,0,1,0,50,700,0,10,760
Rio de Janeiro,58,1,2,0,5,1,0,700,1600,90,21,2411
Rio de Janeiro,35,1,1,0,7,0,0,450,1100,21,15,1586
Rio de Janeiro,78,2,1,0,5,1,0,850,1600,94,21,2565
Rio de Janeiro,110,3,2,0,7,0,0,1100,4860,300,63,6323
Rio de Janeiro,45,1,1,0,5,1,0,750,1000,34,13,1797
Rio de Janeiro,65,1,1,1,6,0,1,1100,4000,434,52,5586
Rio de Janeiro,80,2,2,2,3,0,0,4200,7800,327,101,12430
Rio de Janeiro,80,2,1,0,2,1,1,515,1400,101,19,2035
Rio de Janeiro,130,3,1,1,2,1,0,1000,3500,184,46,4730
Rio de Janeiro,76,2,1,0,3,1,0,625,1000,50,13,1688
Rio de Janeiro,196,3,4,1,11,1,0,1500,5500,500,71,7571
Rio de Janeiro,50,2,1,0,4,1,0,450,850,21,11,1332
Rio de Janeiro,170,3,2,1,9,1,0,2000,4600,384,60,7044
Rio de Janeiro,65,2,1,1,3,1,1,550,1650,0,22,2222
Rio de Janeiro,52,1,1,0,2,1,0,477,1172,50,16,1715
Rio de Janeiro,72,2,2,1,5,1,0,500,1200,5,16,1721
Rio de Janeiro,240,3,3,1,8,1,1,2300,7000,417,91,9808
Rio de Janeiro,145,3,3,2,4,0,0,4000,11960,0,155,16120
Rio de Janeiro,25,1,1,0,3,1,0,561,1513,0,7,2081
Rio de Janeiro,158,3,2,2,14,1,1,2000,8000,445,104,10550
Rio de Janeiro,110,3,2,1,4,1,0,1200,2850,259,37,4346
Rio de Janeiro,50,1,1,1,13,0,1,0,4520,0,59,4579
Rio de Janeiro,104,3,2,2,4,1,1,1549,7000,337,91,8977
Rio de Janeiro,230,3,4,3,10,1,0,2000,3000,556,39,5595
Rio de Janeiro,46,1,1,0,11,1,1,659,1500,101,20,2280
Rio de Janeiro,180,2,3,1,3,1,1,2500,8500,700,110,11810
Rio de Janeiro,85,2,2,1,4,1,0,763,1800,78,24,2665
Rio de Janeiro,108,3,1,1,3,0,1,2300,15000,334,194,17830
Rio de Janeiro,66,2,1,1,9,1,0,997,2400,179,31,3607
Rio de Janeiro,70,2,2,1,3,1,0,990,3700,122,48,4860
Rio de Janeiro,300,4,3,2,5,0,1,2500,12000,750,155,15410
Rio de Janeiro,160,3,3,1,4,1,0,1050,2900,317,38,4305
Rio de Janeiro,100,2,2,1,0,1,0,0,1870,0,29,1899
Rio de Janeiro,160,4,2,1,2,1,0,1500,4230,0,55,5785
Rio de Janeiro,33,1,1,0,8,0,1,600,3300,100,25,4025
Rio de Janeiro,45,1,1,0,5,1,0,750,1000,34,13,1797
Rio de Janeiro,135,3,2,1,2,1,0,1940,3060,428,40,5468
Rio de Janeiro,57,2,2,1,4,1,0,600,1800,0,24,2424
Rio de Janeiro,68,2,1,1,2,1,0,560,1100,42,15,1717
Rio de Janeiro,120,3,2,1,4,1,0,1650,4800,355,62,6867
Rio de Janeiro,111,3,2,2,11,1,1,1100,3500,325,46,4971
Rio de Janeiro,70,2,2,0,5,1,1,690,2250,100,29,3069
Rio de Janeiro,87,3,1,1,7,1,0,786,1800,159,24,2769
Rio de Janeiro,80,2,2,1,2,0,0,1050,3500,167,46,4763
Rio de Janeiro,81,2,2,1,8,1,1,615,3500,225,46,4386
Rio de Janeiro,60,2,1,0,0,0,0,0,1200,0,19,1219
Rio de Janeiro,135,4,2,2,7,1,0,1378,4200,468,55,6101
Rio de Janeiro,130,3,2,1,10,1,1,1338,3250,450,42,5080
Rio de Janeiro,52,1,1,1,1,1,0,613,1400,22,19,2054
Rio de Janeiro,21,1,1,0,11,1,0,519,1200,0,16,1735
Rio de Janeiro,650,5,7,4,0,1,1,4100,15000,4241,229,23570
Rio de Janeiro,130,3,2,1,5,1,0,1300,2800,300,37,4437
Rio de Janeiro,60,1,1,1,10,1,0,731,1300,54,17,2102
Rio de Janeiro,58,2,1,1,10,1,0,594,800,77,11,1482
Rio de Janeiro,65,1,1,0,2,1,0,350,1800,30,24,2204
Rio de Janeiro,65,1,1,0,10,0,1,750,3500,142,46,4438
Rio de Janeiro,600,7,6,1,12,0,1,1300,15000,1167,194,17660
Rio de Janeiro,300,4,3,1,0,1,0,0,5000,367,77,5444
Rio de Janeiro,80,2,2,1,1,1,1,1100,3499,205,46,4850
Rio de Janeiro,60,2,1,0,7,1,1,806,2800,97,37,3740
Rio de Janeiro,64,2,2,0,10,1,0,665,2200,104,29,2998
Rio de Janeiro,33,1,1,0,2,1,0,470,1600,72,21,2163
Rio de Janeiro,650,5,4,2,9,1,0,5718,9000,1431,116,16270
Rio de Janeiro,220,3,3,2,4,1,1,2500,9000,367,116,11980
Rio de Janeiro,98,3,2,0,7,1,0,891,3000,185,39,4115
Rio de Janeiro,150,3,1,2,2,1,0,3290,5200,710,68,9268
Rio de Janeiro,26,1,1,0,3,1,0,325,1200,26,16,1567
Rio de Janeiro,140,3,2,0,5,1,0,350,2900,194,38,3482
Rio de Janeiro,18,1,1,0,3,1,0,628,650,49,9,1336
Rio de Janeiro,62,1,1,1,8,1,0,1550,2800,182,37,4569
Rio de Janeiro,15,1,1,0,1,0,0,500,1100,0,15,1615
Rio de Janeiro,154,4,2,2,2,1,0,1850,4250,313,55,6468
Rio de Janeiro,64,2,1,1,2,1,0,0,3500,0,46,3546
Rio de Janeiro,75,2,2,1,9,1,1,650,2000,310,26,2986
Rio de Janeiro,86,3,1,0,3,1,0,800,1258,80,17,2155
Rio de Janeiro,29,1,1,0,2,1,0,484,1500,26,20,2030
Rio de Janeiro,80,2,2,1,10,1,0,824,2000,279,26,3129
Rio de Janeiro,42,1,1,0,12,1,1,600,2300,167,30,3097
Rio de Janeiro,35,1,1,0,12,1,0,350,850,60,11,1271
Rio de Janeiro,60,2,1,1,10,1,1,520,1500,80,20,2120
Rio de Janeiro,96,2,2,1,10,0,1,995,2900,109,38,4042
Rio de Janeiro,56,2,1,0,4,1,0,502,1500,0,20,2022
Rio de Janeiro,90,2,2,1,9,1,0,880,3800,80,49,4809
Rio de Janeiro,560,5,6,4,14,1,0,2190,2633,1133,34,5990
Rio de Janeiro,25,1,1,0,8,1,0,600,1850,25,24,2499
Rio de Janeiro,95,3,1,0,16,1,0,1048,3600,283,47,4978
Rio de Janeiro,120,3,1,1,0,1,0,0,1150,67,18,1235
Rio de Janeiro,150,3,2,0,5,1,0,1800,2500,200,33,4533
Rio de Janeiro,35,1,1,0,3,1,0,790,2000,86,26,2902
Rio de Janeiro,20,1,1,0,0,1,0,0,700,0,10,710
Rio de Janeiro,220,3,2,2,8,1,0,1850,3500,265,46,5661
Rio de Janeiro,68,2,1,0,5,1,0,593,1000,400,13,2006
Rio de Janeiro,69,2,1,1,9,1,1,500,1370,56,18,1944
Rio de Janeiro,139,3,2,2,1,1,0,2047,6000,540,78,8665
Rio de Janeiro,57,2,1,0,1,1,0,100,1530,0,20,1650
Rio de Janeiro,120,3,2,1,8,1,0,1470,3550,190,46,5256
Rio de Janeiro,85,2,2,1,2,1,1,3700,8000,659,104,12460
Rio de Janeiro,110,1,1,2,3,1,0,1936,4500,341,58,6835
Rio de Janeiro,100,3,3,2,8,1,0,1167,2700,95,35,3997
Rio de Janeiro,104,3,1,0,6,1,0,784,3500,195,46,4525
Rio de Janeiro,70,2,2,0,11,1,0,879,1550,77,20,2526
Rio de Janeiro,30,1,1,1,0,1,0,0,1480,25,20,1525
Rio de Janeiro,73,2,1,1,8,1,0,1022,1100,0,15,2137
Rio de Janeiro,257,4,3,2,3,1,1,3250,3800,709,49,7808
Rio de Janeiro,40,2,1,0,7,1,0,335,920,55,12,1322
Rio de Janeiro,35,1,1,0,10,0,0,498,1200,80,16,1794
Rio de Janeiro,128,3,3,1,8,1,1,950,3500,242,46,4738
Rio de Janeiro,400,4,4,2,0,1,0,634,11480,1357,175,13640
Rio de Janeiro,100,3,2,1,5,0,0,980,4500,125,58,5663
Rio de Janeiro,50,1,1,0,10,1,1,680,2200,85,29,2994
Rio de Janeiro,161,3,3,3,14,1,0,1300,4500,640,58,6498
Rio de Janeiro,22,1,1,0,2,0,0,50,1322,59,16,1447
Rio de Janeiro,35,1,1,0,3,1,0,0,791,30,11,832
Rio de Janeiro,300,4,4,2,3,1,0,4100,12750,1334,165,18350
Rio de Janeiro,102,3,2,1,2,1,0,1900,1350,140,18,3408
Rio de Janeiro,50,1,1,0,10,1,0,520,1620,0,21,2161
Rio de Janeiro,41,1,1,0,9,1,0,800,1700,85,22,2607
Rio de Janeiro,106,2,2,1,2,1,0,900,2850,296,37,4083
Rio de Janeiro,100,2,2,1,6,1,1,2400,8900,380,115,11800
Rio de Janeiro,108,3,2,2,3,1,0,2000,4500,442,58,7000
Rio de Janeiro,25,1,1,0,1,1,0,50,700,0,10,760
Rio de Janeiro,180,3,2,1,2,1,0,2000,4800,377,62,7239
Rio de Janeiro,60,2,1,0,6,0,1,800,2900,92,38,3830
Rio de Janeiro,50,1,1,1,2,1,0,170,1320,0,18,1508
Rio de Janeiro,49,1,2,1,10,1,0,761,2400,133,31,3325
Rio de Janeiro,118,3,2,0,2,1,0,1334,1560,210,21,3125
Rio de Janeiro,180,3,3,2,6,1,0,2000,7000,475,91,9566
Rio de Janeiro,130,3,2,1,8,1,0,1889,2610,450,34,4983
Rio de Janeiro,28,1,1,0,16,1,0,1100,730,99,10,1939
Rio de Janeiro,310,3,2,0,5,1,0,2500,5200,595,68,8363
Rio de Janeiro,120,3,3,2,9,1,0,750,3000,500,39,4289
Rio de Janeiro,58,2,2,1,1,1,0,761,1190,105,16,2072
Rio de Janeiro,44,1,1,0,1,1,1,360,1600,0,21,1981
Rio de Janeiro,65,2,2,0,2,0,0,150,1700,84,22,1956
Rio de Janeiro,170,2,2,1,9,1,0,884,2940,80,38,3942
Rio de Janeiro,60,2,1,1,2,1,0,561,1400,41,19,2021
Rio de Janeiro,68,3,2,1,14,1,0,830,1050,82,14,1976
Rio de Janeiro,300,4,3,2,1,1,0,2500,4500,796,58,7854
Rio de Janeiro,80,2,2,1,7,1,1,1180,5435,207,71,6893
Rio de Janeiro,74,3,1,0,0,1,0,0,1600,40,25,1665
Rio de Janeiro,145,1,3,1,5,0,1,1200,8000,537,104,9841
Rio de Janeiro,38,1,1,0,4,0,0,457,1050,0,14,1521
Rio de Janeiro,480,3,4,1,3,1,0,5200,7000,1201,91,13490
Rio de Janeiro,60,1,1,0,5,1,0,650,2210,84,29,2973
Rio de Janeiro,80,2,2,2,2,1,0,1088,1900,420,25,3433
Rio de Janeiro,150,4,3,3,5,1,0,1609,7500,525,97,9731
Rio de Janeiro,65,2,1,1,8,1,0,610,900,88,12,1610
Rio de Janeiro,260,4,1,2,5,1,1,3800,15000,1167,194,20160
Rio de Janeiro,28,1,1,0,4,1,1,484,2200,0,29,2713
Rio de Janeiro,82,3,1,0,3,0,1,460,2700,50,35,3245
Rio de Janeiro,50,1,1,1,2,1,0,470,990,19,13,1492
Rio de Janeiro,80,2,2,2,12,1,0,900,935,100,13,1948
Rio de Janeiro,110,2,1,1,6,0,0,1200,3800,250,49,5299
Rio de Janeiro,47,2,2,1,12,1,0,500,1000,40,13,1553
Rio de Janeiro,35,1,1,0,3,1,0,310,700,80,10,1100
Rio de Janeiro,50,2,1,1,2,0,1,328,2300,0,30,2658
Rio de Janeiro,75,4,4,1,9,0,1,700,4500,0,58,5258
Rio de Janeiro,72,1,1,1,1,1,0,957,3500,239,46,4742
Rio de Janeiro,144,3,2,1,7,1,1,1500,8200,622,106,10430
Rio de Janeiro,123,3,2,1,1,1,0,2800,3700,237,48,6785
Rio de Janeiro,35,1,1,0,7,1,1,560,1950,50,26,2586
Rio de Janeiro,20,1,1,0,11,0,1,0,1650,0,22,1672
Rio de Janeiro,75,2,2,0,1,0,0,670,2200,59,29,2958
Rio de Janeiro,65,2,1,1,1,1,1,0,1530,0,20,1550
Rio de Janeiro,38,1,1,0,12,0,0,600,1700,82,22,2404
Rio de Janeiro,62,1,1,0,7,0,1,943,2700,156,35,3834
Rio de Janeiro,40,1,1,0,4,1,1,510,1360,1,18,1889
Rio de Janeiro,140,3,2,1,22,0,0,732,3000,305,39,4076
Rio de Janeiro,60,2,2,0,15,1,1,1640,2300,205,30,4175
Rio de Janeiro,47,1,1,1,5,1,0,390,1000,0,13,1403
Rio de Janeiro,40,1,1,1,20,0,0,800,1160,91,15,2066
Rio de Janeiro,136,3,1,0,8,1,1,2000,3000,0,39,5039
Rio de Janeiro,125,3,2,1,8,0,1,1164,3000,250,39,4453
Rio de Janeiro,70,3,2,1,7,1,0,1292,2100,94,28,3514
Rio de Janeiro,90,2,2,1,2,0,0,1389,3973,422,52,5836
Rio de Janeiro,264,4,4,1,2,0,1,3200,7000,1067,91,11360
Rio de Janeiro,70,2,1,0,5,1,0,950,2500,199,19,3668
Rio de Janeiro,47,2,1,1,4,1,0,466,1375,0,18,1859
Rio de Janeiro,90,2,2,1,4,1,0,1200,3800,253,49,5302
Rio de Janeiro,160,4,2,0,0,1,0,0,6800,142,104,7046
Rio de Janeiro,66,2,1,1,3,1,0,477,1100,44,15,1636
Rio de Janeiro,172,3,3,3,3,1,0,2000,5000,800,65,7865
Rio de Janeiro,76,2,1,0,3,1,0,625,1000,50,13,1688
Rio de Janeiro,95,3,2,2,3,1,0,1200,5800,430,75,7505
Rio de Janeiro,25,1,1,0,4,1,1,659,1910,0,25,2594
Rio de Janeiro,60,2,1,0,1,0,0,500,2000,57,26,2583
Rio de Janeiro,110,3,2,1,4,0,0,788,2500,140,33,3461
Rio de Janeiro,320,3,6,3,9,1,0,2000,6490,900,84,9474
Rio de Janeiro,96,2,2,2,7,1,1,1320,7500,434,97,9351
Rio de Janeiro,82,2,1,0,0,1,1,0,4950,59,76,5085
Rio de Janeiro,28,1,1,0,8,1,0,453,1009,0,7,1469
Rio de Janeiro,120,3,2,2,4,1,0,1950,5500,250,71,7771
Rio de Janeiro,89,3,1,1,7,1,0,1100,2000,90,26,3216
Rio de Janeiro,40,1,1,0,1,1,0,379,1180,0,16,1575
Rio de Janeiro,80,2,3,1,15,1,1,602,3100,240,40,3982
Rio de Janeiro,38,2,2,1,10,1,0,1450,3200,200,42,4892
Rio de Janeiro,140,3,2,2,4,1,0,1450,2700,169,35,4354
Rio de Janeiro,150,4,2,2,2,1,0,2900,9000,834,116,12850
Rio de Janeiro,70,2,2,1,11,0,1,2800,6000,835,78,9713
